mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,target,lag_1h
3,9,0,6,0,2,0.32,0.303,0.93,0.2239,63,45.0
3,10,0,6,0,2,0.34,0.3333,0.93,0.194,103,63.0
3,11,0,6,0,2,0.4,0.4091,0.76,0.2239,159,103.0
3,12,0,6,0,2,0.44,0.4394,0.67,0.2537,167,159.0
3,13,0,6,0,2,0.46,0.4545,0.67,0.2836,190,167.0
3,14,0,6,0,2,0.48,0.4697,0.59,0.2836,198,190.0
3,15,0,6,0,2,0.46,0.4545,0.63,0.2985,205,198.0
3,16,0,6,0,2,0.48,0.4697,0.59,0.2985,204,205.0
3,17,0,6,0,2,0.48,0.4697,0.59,0.3582,164,204.0
3,18,0,6,0,2,0.48,0.4697,0.59,0.3284,152,164.0
3,19,0,6,0,2,0.46,0.4545,0.67,0.3284,89,152.0
3,20,0,6,0,2,0.44,0.4394,0.77,0.3284,70,89.0
3,21,0,6,0,2,0.44,0.4394,0.72,0.3284,72,70.0
3,22,0,6,0,2,0.42,0.4242,0.77,0.2985,63,72.0
3,23,0,6,0,2,0.44,0.4394,0.77,0.2985,44,63.0
3,0,0,0,0,2,0.42,0.4242,0.77,0.3582,52,44.0
3,1,0,0,0,2,0.42,0.4242,0.77,0.2836,39,52.0
3,2,0,0,0,2,0.4,0.4091,0.82,0.2836,32,39.0
3,3,0,0,0,2,0.42,0.4242,0.82,0.2985,11,32.0
3,4,0,0,0,2,0.42,0.4242,0.88,0.3582,3,11.0
3,6,0,0,0,2,0.42,0.4242,0.94,0.3582,2,3.0
3,7,0,0,0,3,0.42,0.4242,1.0,0.4478,5,2.0
3,8,0,0,0,2,0.4,0.4091,1.0,0.2985,9,5.0
3,9,0,0,0,2,0.42,0.4242,1.0,0.2836,22,9.0
3,10,0,0,0,2,0.42,0.4242,1.0,0.2985,31,22.0
3,11,0,0,0,2,0.42,0.4242,1.0,0.2239,62,31.0
3,12,0,0,0,2,0.46,0.4545,0.94,0.3284,79,62.0
3,13,0,0,0,2,0.46,0.4545,0.94,0.3582,105,79.0
3,14,0,0,0,3,0.44,0.4394,1.0,0.2239,39,105.0
3,15,0,0,0,3,0.44,0.4394,1.0,0.2239,7,39.0
3,16,0,0,0,3,0.36,0.3333,1.0,0.2836,11,7.0
3,17,0,0,0,3,0.34,0.303,1.0,0.2985,25,11.0
3,18,0,0,0,3,0.32,0.2879,1.0,0.3582,23,25.0
3,19,0,0,0,3,0.3,0.2576,1.0,0.4925,11,23.0
3,20,0,0,0,3,0.28,0.2424,1.0,0.4179,11,11.0
3,21,0,0,0,3,0.24,0.1818,0.93,0.6119,7,11.0
3,22,0,0,0,2,0.22,0.197,1.0,0.3881,10,7.0
3,23,0,0,0,2,0.22,0.197,1.0,0.4179,9,10.0
3,0,0,1,1,3,0.2,0.1818,1.0,0.3284,4,9.0
3,1,0,1,1,3,0.2,0.1818,1.0,0.3284,2,4.0
3,3,0,1,1,1,0.2,0.1515,0.8,0.5821,1,2.0
3,4,0,1,1,1,0.2,0.1515,0.8,0.5224,1,1.0
3,5,0,1,1,1,0.2,0.1818,0.75,0.3582,1,1.0
3,6,0,1,1,1,0.2,0.1818,0.75,0.3881,34,1.0
3,7,0,1,1,1,0.2,0.1667,0.75,0.4179,91,34.0
3,8,0,1,1,1,0.2,0.1818,0.75,0.3881,211,91.0
3,9,0,1,1,1,0.22,0.1818,0.64,0.4627,134,211.0
3,10,0,1,1,1,0.24,0.2121,0.6,0.2985,58,134.0
3,11,0,1,1,1,0.26,0.2121,0.48,0.4478,60,58.0
3,12,0,1,1,1,0.3,0.2727,0.42,0.4179,96,60.0
3,13,0,1,1,1,0.32,0.2879,0.36,0.3881,70,96.0
3,14,0,1,1,1,0.32,0.2879,0.36,0.4179,77,70.0
3,15,0,1,1,1,0.34,0.303,0.31,0.3881,96,77.0
3,16,0,1,1,1,0.34,0.303,0.31,0.3582,122,96.0
3,17,0,1,1,1,0.34,0.303,0.29,0.3582,233,122.0
3,18,0,1,1,1,0.32,0.303,0.31,0.2239,233,233.0
3,19,0,1,1,1,0.3,0.2879,0.33,0.2239,145,233.0
3,20,0,1,1,1,0.3,0.303,0.33,0.1642,92,145.0
3,21,0,1,1,1,0.28,0.2727,0.38,0.2239,54,92.0
3,22,0,1,1,1,0.26,0.2576,0.48,0.1642,35,54.0
3,23,0,1,1,1,0.28,0.3182,0.48,0.0,22,35.0
3,0,0,2,1,1,0.26,0.2879,0.48,0.0896,10,22.0
3,1,0,2,1,1,0.24,0.2424,0.52,0.1343,4,10.0
3,2,0,2,1,1,0.24,0.2424,0.52,0.1343,1,4.0
3,3,0,2,1,1,0.24,0.2576,0.52,0.0896,7,1.0
3,4,0,2,1,1,0.22,0.2727,0.64,0.0,2,7.0
3,5,0,2,1,1,0.2,0.2273,0.69,0.1045,10,2.0
3,6,0,2,1,1,0.2,0.2576,0.59,0.0,45,10.0
3,7,0,2,1,1,0.18,0.197,0.64,0.1343,128,45.0
3,8,0,2,1,1,0.22,0.2273,0.55,0.194,257,128.0
3,9,0,2,1,1,0.26,0.2576,0.41,0.1642,151,257.0
3,10,0,2,1,2,0.3,0.2879,0.33,0.194,71,151.0
3,11,0,2,1,2,0.36,0.3485,0.25,0.1642,78,71.0
3,12,0,2,1,2,0.36,0.3788,0.23,0.0,99,78.0
3,13,0,2,1,2,0.38,0.3939,0.25,0.1045,98,99.0
3,14,0,2,1,2,0.38,0.3939,0.2,0.0,72,98.0
3,15,0,2,1,2,0.36,0.3788,0.18,0.0,112,72.0
3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,108,112.0
3,17,0,2,1,1,0.36,0.3485,0.27,0.2239,248,108.0
3,18,0,2,1,1,0.34,0.3333,0.27,0.194,235,248.0
3,19,0,2,1,1,0.34,0.3485,0.31,0.1045,150,235.0
3,20,0,2,1,1,0.32,0.3333,0.39,0.0896,76,150.0
3,21,0,2,1,1,0.3,0.2879,0.49,0.194,75,76.0
3,22,0,2,1,1,0.3,0.2879,0.49,0.2239,55,75.0
3,23,0,2,1,1,0.28,0.2727,0.61,0.194,41,55.0
3,0,0,3,1,1,0.26,0.2879,0.65,0.0896,9,41.0
3,1,0,3,1,1,0.26,0.2727,0.52,0.1343,4,9.0
3,2,0,3,1,1,0.26,0.2727,0.52,0.1343,2,4.0
3,3,0,3,1,1,0.24,0.2576,0.7,0.0896,3,2.0
3,4,0,3,1,1,0.24,0.2576,0.75,0.1045,2,3.0
3,5,0,3,1,2,0.24,0.2424,0.81,0.1343,8,2.0
3,6,0,3,1,2,0.24,0.2576,0.85,0.1045,49,8.0
3,7,0,3,1,2,0.24,0.2424,0.87,0.1642,141,49.0
3,8,0,3,1,2,0.24,0.2424,0.87,0.1343,249,141.0
3,9,0,3,1,2,0.26,0.2424,0.87,0.2537,141,249.0
3,10,0,3,1,2,0.3,0.2879,0.75,0.2537,57,141.0
3,11,0,3,1,2,0.32,0.2879,0.76,0.3881,59,57.0
3,12,0,3,1,2,0.32,0.303,0.76,0.2537,98,59.0
3,13,0,3,1,2,0.32,0.2879,0.76,0.3582,99,98.0
3,14,0,3,1,2,0.34,0.303,0.76,0.2985,71,99.0
3,15,0,3,1,2,0.36,0.3333,0.71,0.2985,79,71.0
3,16,0,3,1,2,0.34,0.303,0.76,0.3284,112,79.0
3,17,0,3,1,2,0.34,0.303,0.76,0.2985,194,112.0
3,18,0,3,1,2,0.34,0.3182,0.76,0.2537,188,194.0
3,19,0,3,1,2,0.34,0.303,0.76,0.3284,134,188.0
3,20,0,3,1,2,0.32,0.3182,0.87,0.194,91,134.0
3,21,0,3,1,2,0.32,0.303,0.93,0.3284,62,91.0
3,22,0,3,1,3,0.32,0.3182,0.93,0.1642,21,62.0
3,23,0,3,1,3,0.34,0.3333,0.93,0.194,18,21.0
3,0,0,4,1,3,0.34,0.3182,0.0,0.2537,3,18.0
3,1,0,4,1,3,0.34,0.3182,0.0,0.2537,2,3.0
3,2,0,4,1,3,0.34,0.3182,0.0,0.2537,1,2.0
3,5,0,4,1,3,0.36,0.3485,0.0,0.194,3,1.0
3,6,0,4,1,3,0.36,0.3333,0.0,0.3284,12,3.0
3,7,0,4,1,3,0.38,0.3939,0.0,0.2239,37,12.0
3,8,0,4,1,3,0.38,0.3939,0.0,0.2836,44,37.0
3,9,0,4,1,3,0.4,0.4091,0.0,0.2239,24,44.0
3,10,0,4,1,3,0.4,0.4091,0.0,0.1642,17,24.0
3,11,0,4,1,3,0.4,0.4091,0.0,0.2537,11,17.0
3,12,0,4,1,3,0.42,0.4242,0.0,0.2239,34,11.0
3,13,0,4,1,3,0.42,0.4242,0.0,0.2239,12,34.0
3,14,0,4,1,3,0.44,0.4394,0.0,0.2985,12,12.0
3,15,0,4,1,3,0.44,0.4394,0.0,0.2239,14,12.0
3,16,0,4,1,3,0.42,0.4242,0.0,0.2537,21,14.0
3,17,0,4,1,2,0.44,0.4394,0.0,0.3881,111,21.0
3,18,0,4,1,3,0.44,0.4394,0.0,0.3582,82,111.0
3,19,0,4,1,3,0.44,0.4394,0.0,0.5821,56,82.0
3,20,0,4,1,3,0.36,0.3333,0.0,0.3284,38,56.0
3,21,0,4,1,3,0.36,0.3485,0.0,0.2239,28,38.0
3,22,0,4,1,2,0.34,0.3333,0.0,0.1343,34,28.0
3,23,0,4,1,3,0.34,0.3485,0.0,0.0896,27,34.0
3,0,0,5,1,2,0.34,0.3485,1.0,0.0896,6,27.0
3,1,0,5,1,3,0.34,0.3485,1.0,0.1045,8,6.0
3,2,0,5,1,3,0.34,0.3485,1.0,0.1045,5,8.0
3,3,0,5,1,2,0.32,0.3333,0.93,0.0896,2,5.0
3,5,0,5,1,1,0.3,0.2879,0.81,0.2239,7,2.0
3,6,0,5,1,1,0.26,0.2424,0.81,0.2836,32,7.0
3,7,0,5,1,1,0.26,0.2576,0.7,0.194,114,32.0
3,8,0,5,1,1,0.28,0.2727,0.7,0.2537,259,114.0
3,9,0,5,1,2,0.3,0.2879,0.61,0.2836,156,259.0
3,10,0,5,1,2,0.32,0.303,0.57,0.2985,78,156.0
3,11,0,5,1,2,0.32,0.303,0.57,0.2985,81,78.0
3,12,0,5,1,2,0.34,0.3182,0.53,0.2537,111,81.0
3,13,0,5,1,1,0.36,0.3333,0.53,0.2537,107,111.0
3,14,0,5,1,2,0.36,0.3333,0.5,0.3582,89,107.0
3,15,0,5,1,2,0.34,0.3182,0.53,0.2537,85,89.0
3,16,0,5,1,2,0.34,0.303,0.49,0.2985,113,85.0
3,17,0,5,1,1,0.34,0.3182,0.49,0.2239,223,113.0
3,18,0,5,1,1,0.32,0.303,0.49,0.3284,153,223.0
3,19,0,5,1,1,0.3,0.2727,0.56,0.3284,118,153.0
3,20,0,5,1,1,0.3,0.303,0.56,0.1642,76,118.0
3,21,0,5,1,2,0.3,0.2879,0.52,0.2537,53,76.0
3,22,0,5,1,1,0.3,0.303,0.52,0.1642,64,53.0
3,23,0,5,1,1,0.3,0.2879,0.52,0.2537,37,64.0
3,0,0,6,0,1,0.26,0.2727,0.6,0.1343,34,37.0
3,1,0,6,0,1,0.24,0.2273,0.65,0.194,18,34.0
3,2,0,6,0,1,0.24,0.2273,0.65,0.194,14,18.0
3,3,0,6,0,1,0.24,0.2273,0.65,0.2537,7,14.0
3,4,0,6,0,1,0.24,0.2273,0.65,0.2537,1,7.0
3,5,0,6,0,1,0.22,0.2273,0.69,0.194,2,1.0
3,6,0,6,0,1,0.22,0.2121,0.75,0.2537,4,2.0
3,7,0,6,0,1,0.24,0.2273,0.7,0.194,23,4.0
3,8,0,6,0,1,0.26,0.2576,0.65,0.1642,53,23.0
3,9,0,6,0,1,0.28,0.2879,0.65,0.1045,101,53.0
3,10,0,6,0,1,0.32,0.303,0.66,0.2239,99,101.0
3,11,0,6,0,1,0.34,0.303,0.49,0.3284,119,99.0
3,12,0,6,0,1,0.34,0.3182,0.53,0.2836,158,119.0
3,13,0,6,0,1,0.36,0.3333,0.51,0.3582,157,158.0
3,14,0,6,0,1,0.4,0.4091,0.5,0.4478,166,157.0
3,15,0,6,0,1,0.42,0.4242,0.44,0.4925,182,166.0
3,16,0,6,0,1,0.46,0.4545,0.41,0.4478,244,182.0
3,17,0,6,0,1,0.46,0.4545,0.44,0.3284,213,244.0
3,18,0,6,0,1,0.42,0.4242,0.54,0.1642,145,213.0
3,19,0,6,0,1,0.42,0.4242,0.54,0.0896,112,145.0
3,20,0,6,0,1,0.4,0.4091,0.58,0.1045,86,112.0
3,21,0,6,0,1,0.38,0.3939,0.62,0.0,82,86.0
3,22,0,6,0,1,0.36,0.3788,0.71,0.0,63,82.0
3,23,0,6,0,1,0.38,0.3939,0.66,0.0896,49,63.0
3,0,0,0,0,1,0.38,0.3939,0.62,0.1045,38,49.0
3,1,0,0,0,1,0.36,0.3485,0.66,0.1343,33,38.0
3,3,0,0,0,1,0.34,0.3333,0.76,0.1343,23,33.0
3,4,0,0,0,1,0.34,0.3333,0.66,0.1642,13,23.0
3,5,0,0,0,1,0.36,0.3485,0.62,0.1343,3,13.0
3,6,0,0,0,1,0.34,0.3636,0.66,0.0,2,3.0
3,7,0,0,0,1,0.36,0.3485,0.62,0.194,10,2.0
3,8,0,0,0,1,0.4,0.4091,0.5,0.2985,34,10.0
3,9,0,0,0,1,0.4,0.4091,0.5,0.4179,44,34.0
3,10,0,0,0,1,0.42,0.4242,0.47,0.2537,122,44.0
3,11,0,0,0,1,0.44,0.4394,0.41,0.4179,181,122.0
3,12,0,0,0,1,0.46,0.4545,0.38,0.3881,194,181.0
3,13,0,0,0,1,0.46,0.4545,0.38,0.3881,221,194.0
3,14,0,0,0,1,0.46,0.4545,0.41,0.2985,250,221.0
3,15,0,0,0,1,0.48,0.4697,0.39,0.3284,304,250.0
3,16,0,0,0,1,0.46,0.4545,0.41,0.3881,256,304.0
3,17,0,0,0,1,0.44,0.4394,0.41,0.3582,241,256.0
3,18,0,0,0,1,0.4,0.4091,0.43,0.3582,147,241.0
3,19,0,0,0,1,0.36,0.3333,0.5,0.3582,101,147.0
3,20,0,0,0,1,0.32,0.303,0.57,0.2985,77,101.0
3,21,0,0,0,1,0.3,0.2879,0.56,0.2537,58,77.0
3,22,0,0,0,1,0.3,0.2727,0.56,0.3284,37,58.0
3,23,0,0,0,1,0.26,0.2576,0.65,0.2239,28,37.0
3,0,0,1,1,1,0.26,0.2727,0.65,0.1045,11,28.0
3,1,0,1,1,1,0.26,0.2879,0.65,0.0896,1,11.0
3,2,0,1,1,1,0.26,0.2879,0.65,0.0896,1,1.0
3,3,0,1,1,1,0.26,0.2727,0.65,0.1343,3,1.0
3,5,0,1,1,1,0.24,0.2424,0.7,0.1343,8,3.0
3,6,0,1,1,1,0.26,0.2727,0.65,0.1343,28,8.0
3,7,0,1,1,2,0.28,0.3182,0.61,0.0,88,28.0
3,8,0,1,1,2,0.3,0.303,0.56,0.1343,241,88.0
3,9,0,1,1,1,0.32,0.303,0.53,0.3284,140,241.0
3,10,0,1,1,1,0.34,0.3182,0.42,0.2537,84,140.0
3,11,0,1,1,1,0.36,0.3333,0.4,0.2537,71,84.0
3,12,0,1,1,1,0.38,0.3939,0.37,0.0,94,71.0
3,13,0,1,1,1,0.38,0.3939,0.36,0.3284,75,94.0
3,14,0,1,1,2,0.38,0.3939,0.34,0.0,79,75.0
3,15,0,1,1,1,0.38,0.3939,0.37,0.1642,101,79.0
3,16,0,1,1,1,0.4,0.4091,0.35,0.1045,107,101.0
3,17,0,1,1,1,0.38,0.3939,0.4,0.194,271,107.0
3,18,0,1,1,1,0.36,0.3636,0.4,0.1045,235,271.0
3,19,0,1,1,1,0.36,0.3485,0.43,0.1343,150,235.0
3,20,0,1,1,1,0.34,0.3182,0.46,0.2239,129,150.0
3,21,0,1,1,1,0.34,0.3333,0.46,0.1343,63,129.0
3,22,0,1,1,1,0.32,0.3333,0.49,0.1045,47,63.0
3,23,0,1,1,1,0.32,0.3485,0.53,0.0,19,47.0
3,0,0,2,1,1,0.32,0.3485,0.53,0.0,14,19.0
3,1,0,2,1,1,0.3,0.303,0.62,0.0896,10,14.0
3,2,0,2,1,1,0.3,0.303,0.62,0.0896,3,10.0
3,4,0,2,1,1,0.24,0.2576,0.75,0.0896,2,3.0
3,5,0,2,1,1,0.24,0.2273,0.75,0.194,11,2.0
3,6,0,2,1,1,0.22,0.2273,0.8,0.194,35,11.0
3,7,0,2,1,1,0.24,0.2424,0.75,0.1642,119,35.0
3,8,0,2,1,1,0.26,0.2879,0.7,0.0896,282,119.0
3,9,0,2,1,2,0.3,0.3333,0.7,0.0,157,282.0
3,10,0,2,1,2,0.32,0.3182,0.66,0.194,78,157.0
3,11,0,2,1,2,0.34,0.3182,0.57,0.2239,78,78.0
3,12,0,2,1,2,0.36,0.3485,0.5,0.2239,102,78.0
3,13,0,2,1,2,0.36,0.3333,0.57,0.2836,97,102.0
3,14,0,2,1,2,0.38,0.3939,0.46,0.2985,88,97.0
3,15,0,2,1,2,0.38,0.3939,0.43,0.2836,90,88.0
3,16,0,2,1,2,0.38,0.3939,0.46,0.3284,114,90.0
3,17,0,2,1,2,0.36,0.3485,0.62,0.194,217,114.0
3,18,0,2,1,2,0.36,0.3333,0.62,0.2985,225,217.0
3,19,0,2,1,2,0.34,0.3182,0.71,0.2836,152,225.0
3,20,0,2,1,2,0.34,0.3182,0.71,0.2836,88,152.0
3,21,0,2,1,3,0.32,0.3333,0.81,0.1045,55,88.0
3,22,0,2,1,2,0.32,0.3182,0.87,0.1642,21,55.0
3,23,0,2,1,2,0.32,0.3182,0.87,0.1642,18,21.0
3,0,0,3,1,3,0.3,0.2879,0.93,0.2537,8,18.0
3,1,0,3,1,3,0.3,0.2727,1.0,0.2985,3,8.0
3,3,0,3,1,2,0.28,0.2727,1.0,0.2239,3,3.0
3,4,0,3,1,2,0.3,0.303,0.93,0.1642,1,3.0
3,5,0,3,1,2,0.3,0.3182,0.93,0.1045,3,1.0
3,6,0,3,1,2,0.3,0.3182,0.93,0.1045,31,3.0
3,7,0,3,1,2,0.3,0.2879,0.93,0.194,111,31.0
3,8,0,3,1,2,0.32,0.3182,0.93,0.0,253,111.0
3,9,0,3,1,2,0.32,0.3333,0.93,0.1343,154,253.0
3,10,0,3,1,2,0.36,0.3485,0.81,0.1642,68,154.0
3,11,0,3,1,2,0.36,0.3485,0.81,0.1343,75,68.0
3,12,0,3,1,2,0.4,0.4091,0.71,0.1045,88,75.0
3,13,0,3,1,2,0.4,0.4091,0.76,0.1343,99,88.0
3,14,0,3,1,2,0.4,0.4091,0.76,0.2239,100,99.0
3,15,0,3,1,2,0.4,0.4091,0.76,0.2537,101,100.0
3,16,0,3,1,2,0.4,0.4091,0.76,0.1642,151,101.0
3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,253,151.0
3,18,0,3,1,2,0.44,0.4394,0.54,0.2239,237,253.0
3,19,0,3,1,2,0.44,0.4394,0.51,0.3284,168,237.0
3,20,0,3,1,2,0.42,0.4242,0.54,0.2985,121,168.0
3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,78,121.0
3,22,0,3,1,2,0.4,0.4091,0.62,0.3881,59,78.0
3,23,0,3,1,1,0.4,0.4091,0.65,0.194,27,59.0
3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,23,27.0
3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,12,23.0
3,2,0,4,1,1,0.34,0.303,0.71,0.2985,8,12.0
3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,2,8.0
3,4,0,4,1,1,0.34,0.3333,0.71,0.194,3,2.0
3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,13,3.0
3,6,0,4,1,1,0.32,0.3182,0.76,0.194,51,13.0
3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,140,51.0
3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,299,140.0
3,9,0,4,1,1,0.4,0.4091,0.62,0.2537,185,299.0
3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,78,185.0
3,11,0,4,1,1,0.44,0.4394,0.54,0.2836,86,78.0
3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,105,86.0
3,13,0,4,1,2,0.52,0.5,0.42,0.0896,111,105.0
