mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,target,lag_1h
6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,113,150.0
6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,96,113.0
6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,64,96.0
6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,47,64.0
6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,12,47.0
6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,6,12.0
6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,21,6.0
6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,27,21.0
6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,98,27.0
6,9,0,0,0,2,0.6,0.5758,0.78,0.194,164,98.0
6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,251,164.0
6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,335,251.0
6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,335,335.0
6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,367,335.0
6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,385,367.0
6,15,0,0,0,1,0.7,0.6515,0.54,0.0,417,385.0
6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,398,417.0
6,17,0,0,0,1,0.74,0.6667,0.51,0.0,390,398.0
6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,363,390.0
6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,357,363.0
6,20,0,0,0,1,0.66,0.6212,0.69,0.194,279,357.0
6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,165,279.0
6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,130,165.0
6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,86,130.0
6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,29,86.0
6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,14,29.0
6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,8,14.0
6,3,0,1,1,1,0.58,0.5455,0.88,0.0,5,8.0
6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,8,5.0
6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,31,8.0
6,6,0,1,1,1,0.58,0.5455,0.88,0.0,112,31.0
6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,299,112.0
6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,438,299.0
6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,188,438.0
6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,95,188.0
6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,111,95.0
6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,153,111.0
6,13,0,1,1,1,0.78,0.6818,0.35,0.0,180,153.0
6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,145,180.0
6,15,0,1,1,1,0.8,0.697,0.29,0.194,165,145.0
6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,267,165.0
6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,579,267.0
6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,556,579.0
6,19,0,1,1,1,0.72,0.6667,0.54,0.194,407,556.0
6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,336,407.0
6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,189,336.0
6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,173,189.0
6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,60,173.0
6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,20,60.0
6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,4,20.0
6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,5,4.0
6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,2,5.0
6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,5,2.0
6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,32,5.0
6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,126,32.0
6,7,0,2,1,2,0.64,0.6061,0.69,0.194,334,126.0
6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,477,334.0
6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,217,477.0
6,10,0,2,1,2,0.76,0.6818,0.48,0.194,123,217.0
6,11,0,2,1,2,0.76,0.697,0.52,0.2537,151,123.0
6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,183,151.0
6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,196,183.0
6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,146,196.0
6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,183,146.0
6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,308,183.0
6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,539,308.0
6,18,0,2,1,1,0.78,0.697,0.46,0.2836,551,539.0
6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,424,551.0
6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,346,424.0
6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,218,346.0
6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,153,218.0
6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,90,153.0
6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,41,90.0
6,1,0,3,1,1,0.66,0.6061,0.78,0.0,23,41.0
6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,7,23.0
6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,3,7.0
6,4,0,3,1,1,0.62,0.5758,0.83,0.0,6,3.0
6,5,0,3,1,1,0.62,0.5606,0.88,0.0,21,6.0
6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,116,21.0
6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,353,116.0
6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,481,353.0
6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,202,481.0
6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,90,202.0
6,11,0,3,1,1,0.84,0.7576,0.41,0.194,134,90.0
6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,149,134.0
6,13,0,3,1,1,0.9,0.8485,0.42,0.0,136,149.0
6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,155,136.0
6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,128,155.0
6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,233,128.0
6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,506,233.0
6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,459,506.0
6,19,0,3,1,1,0.82,0.803,0.59,0.1343,384,459.0
6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,280,384.0
6,21,0,3,1,1,0.8,0.803,0.66,0.1343,202,280.0
6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,176,202.0
6,23,0,3,1,1,0.76,0.7424,0.75,0.194,116,176.0
6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,47,116.0
6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,16,47.0
6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,6,16.0
6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,2,6.0
6,4,0,4,1,2,0.72,0.697,0.79,0.0896,6,2.0
6,5,0,4,1,2,0.7,0.6667,0.84,0.0,20,6.0
6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,118,20.0
6,7,0,4,1,2,0.72,0.697,0.79,0.1343,314,118.0
6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,432,314.0
6,9,0,4,1,1,0.84,0.7879,0.49,0.0,168,432.0
6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,94,168.0
6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,118,94.0
6,12,0,4,1,1,0.92,0.8485,0.35,0.194,140,118.0
6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,136,140.0
6,14,0,4,1,1,0.92,0.8788,0.4,0.194,118,136.0
6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,104,118.0
6,16,0,4,1,1,0.92,0.8333,0.33,0.1343,200,104.0
6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,409,200.0
6,18,0,4,1,1,0.88,0.803,0.39,0.2836,466,409.0
6,19,0,4,1,2,0.84,0.7424,0.39,0.3284,326,466.0
6,20,0,4,1,2,0.8,0.7273,0.43,0.194,254,326.0
6,21,0,4,1,3,0.76,0.697,0.52,0.0,171,254.0
6,22,0,4,1,2,0.74,0.6818,0.58,0.1642,153,171.0
6,23,0,4,1,2,0.74,0.697,0.57,0.1642,97,153.0
6,0,0,5,1,3,0.7,0.6515,0.65,0.2239,69,97.0
6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,23,69.0
6,2,0,5,1,1,0.68,0.6364,0.69,0.1642,13,23.0
6,3,0,5,1,1,0.68,0.6364,0.69,0.1642,6,13.0
6,4,0,5,1,1,0.66,0.6061,0.78,0.1642,4,6.0
6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,28,4.0
6,6,0,5,1,1,0.66,0.6061,0.78,0.0896,104,28.0
6,7,0,5,1,1,0.72,0.6818,0.66,0.1045,267,104.0
6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,452,267.0
6,9,0,5,1,1,0.76,0.697,0.55,0.0,213,452.0
6,10,0,5,1,1,0.78,0.7121,0.52,0.0,111,213.0
6,11,0,5,1,1,0.82,0.7576,0.46,0.0,153,111.0
6,12,0,5,1,1,0.84,0.7576,0.44,0.1343,207,153.0
6,13,0,5,1,1,0.84,0.7576,0.44,0.1045,189,207.0
6,14,0,5,1,1,0.86,0.7727,0.39,0.0,165,189.0
6,15,0,5,1,1,0.84,0.7576,0.44,0.1045,212,165.0
6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,285,212.0
6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,517,285.0
6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,463,517.0
6,19,0,5,1,1,0.78,0.7424,0.59,0.194,306,463.0
6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,250,306.0
6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,218,250.0
6,22,0,5,1,1,0.72,0.697,0.74,0.2537,185,218.0
6,23,0,5,1,1,0.72,0.697,0.74,0.1642,146,185.0
6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,117,146.0
6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,77,117.0
6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,60,77.0
6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,28,60.0
6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,13,28.0
6,5,0,6,0,1,0.68,0.6364,0.74,0.1343,16,13.0
6,6,0,6,0,1,0.7,0.6515,0.61,0.1343,40,16.0
6,7,0,6,0,1,0.72,0.6667,0.58,0.194,68,40.0
6,8,0,6,0,1,0.74,0.6818,0.58,0.194,143,68.0
6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,230,143.0
6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,264,230.0
6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,325,264.0
6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,347,325.0
6,13,0,6,0,1,0.8,0.7576,0.55,0.194,387,347.0
6,14,0,6,0,1,0.82,0.7727,0.49,0.1045,380,387.0
6,15,0,6,0,1,0.82,0.7727,0.49,0.1045,374,380.0
6,16,0,6,0,2,0.8,0.7273,0.46,0.194,394,374.0
6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,337,394.0
6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,286,337.0
6,19,0,6,0,1,0.7,0.6515,0.65,0.194,264,286.0
6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,275,264.0
6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,220,275.0
6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,190,220.0
6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,131,190.0
6,0,0,0,0,1,0.66,0.6061,0.78,0.2239,119,131.0
6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,93,119.0
6,2,0,0,0,1,0.64,0.5758,0.89,0.2537,66,93.0
6,3,0,0,0,1,0.64,0.5758,0.89,0.2836,28,66.0
6,4,0,0,0,1,0.62,0.5606,0.88,0.1642,14,28.0
6,5,0,0,0,1,0.62,0.5606,0.88,0.2239,10,14.0
6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,14,10.0
6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,34,14.0
6,8,0,0,0,1,0.7,0.6667,0.74,0.0,92,34.0
6,9,0,0,0,1,0.72,0.6818,0.66,0.0,182,92.0
6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,311,182.0
6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,367,311.0
6,12,0,0,0,1,0.82,0.7576,0.46,0.0,420,367.0
6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,373,420.0
6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,315,373.0
6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,360,315.0
6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,350,360.0
6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,252,350.0
6,18,0,0,0,1,0.7,0.6667,0.74,0.1642,256,252.0
6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,223,256.0
6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,206,223.0
6,21,0,0,0,1,0.66,0.6061,0.83,0.1045,140,206.0
6,22,0,0,0,1,0.64,0.5758,0.83,0.1343,128,140.0
6,23,0,0,0,1,0.64,0.5909,0.78,0.194,107,128.0
6,0,0,1,1,1,0.64,0.5909,0.78,0.1343,28,107.0
6,1,0,1,1,1,0.64,0.6061,0.73,0.2239,16,28.0
6,2,0,1,1,1,0.62,0.5909,0.73,0.2836,10,16.0
6,3,0,1,1,1,0.6,0.6061,0.6,0.4925,7,10.0
6,4,0,1,1,1,0.56,0.5303,0.64,0.2985,4,7.0
6,5,0,1,1,1,0.54,0.5152,0.64,0.3881,29,4.0
6,6,0,1,1,1,0.54,0.5152,0.64,0.4179,105,29.0
6,7,0,1,1,1,0.56,0.5303,0.56,0.3582,328,105.0
6,8,0,1,1,1,0.58,0.5455,0.49,0.4478,476,328.0
6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,224,476.0
6,10,0,1,1,1,0.64,0.6212,0.41,0.3284,118,224.0
6,11,0,1,1,1,0.66,0.6212,0.41,0.2985,159,118.0
6,12,0,1,1,1,0.66,0.6212,0.41,0.2836,196,159.0
6,13,0,1,1,1,0.7,0.6364,0.37,0.0,227,196.0
6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,200,227.0
6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,185,200.0
6,16,0,1,1,1,0.7,0.6364,0.37,0.4179,326,185.0
6,17,0,1,1,1,0.7,0.6364,0.39,0.3284,601,326.0
6,18,0,1,1,1,0.7,0.6364,0.37,0.3582,586,601.0
6,19,0,1,1,1,0.66,0.6212,0.39,0.2836,423,586.0
6,20,0,1,1,1,0.64,0.6212,0.44,0.2537,331,423.0
6,21,0,1,1,1,0.64,0.6212,0.41,0.2537,218,331.0
6,22,0,1,1,1,0.62,0.6212,0.46,0.2239,134,218.0
6,23,0,1,1,1,0.62,0.6212,0.46,0.194,89,134.0
6,0,0,2,1,1,0.6,0.6212,0.49,0.194,31,89.0
6,1,0,2,1,1,0.6,0.6212,0.49,0.2537,13,31.0
6,2,0,2,1,1,0.6,0.6212,0.49,0.2836,10,13.0
6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,2,10.0
6,4,0,2,1,1,0.54,0.5152,0.6,0.2537,3,2.0
6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,26,3.0
6,6,0,2,1,1,0.54,0.5152,0.56,0.2985,113,26.0
6,7,0,2,1,1,0.56,0.5303,0.52,0.4179,365,113.0
6,8,0,2,1,1,0.58,0.5455,0.49,0.3881,486,365.0
6,9,0,2,1,1,0.62,0.6212,0.46,0.194,193,486.0
6,10,0,2,1,1,0.62,0.6212,0.46,0.2239,130,193.0
6,11,0,2,1,1,0.64,0.6212,0.41,0.2836,143,130.0
6,12,0,2,1,1,0.64,0.6212,0.41,0.3582,169,143.0
6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,209,169.0
6,14,0,2,1,2,0.64,0.6212,0.47,0.194,159,209.0
6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,178,159.0
6,16,0,2,1,1,0.68,0.6364,0.41,0.194,330,178.0
6,17,0,2,1,3,0.64,0.6212,0.5,0.2836,569,330.0
6,18,0,2,1,1,0.62,0.6212,0.51,0.3284,538,569.0
6,19,0,2,1,1,0.64,0.6212,0.5,0.3582,386,538.0
6,20,0,2,1,1,0.6,0.6212,0.56,0.1642,297,386.0
6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,243,297.0
6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,188,243.0
6,23,0,2,1,1,0.56,0.5303,0.68,0.2239,110,188.0
6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,52,110.0
6,1,0,3,1,1,0.54,0.5152,0.64,0.2836,14,52.0
6,2,0,3,1,1,0.52,0.5,0.63,0.2239,9,14.0
6,3,0,3,1,1,0.5,0.4848,0.68,0.2537,1,9.0
6,4,0,3,1,1,0.5,0.4848,0.63,0.2836,4,1.0
6,5,0,3,1,1,0.48,0.4697,0.67,0.2836,21,4.0
6,6,0,3,1,1,0.5,0.4848,0.63,0.2537,121,21.0
6,7,0,3,1,1,0.54,0.5152,0.6,0.1343,370,121.0
6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,498,370.0
6,9,0,3,1,1,0.6,0.6212,0.49,0.0,207,498.0
6,10,0,3,1,1,0.64,0.6212,0.47,0.1642,135,207.0
6,11,0,3,1,1,0.68,0.6364,0.36,0.0,164,135.0
6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,211,164.0
6,13,0,3,1,1,0.74,0.6515,0.28,0.2836,189,211.0
6,14,0,3,1,1,0.74,0.6515,0.28,0.0,178,189.0
6,15,0,3,1,1,0.76,0.6667,0.27,0.0,164,178.0
6,16,0,3,1,1,0.76,0.6667,0.27,0.1343,312,164.0
6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,638,312.0
6,18,0,3,1,1,0.72,0.6515,0.32,0.1343,607,638.0
6,19,0,3,1,1,0.7,0.6364,0.37,0.2836,416,607.0
6,20,0,3,1,1,0.66,0.6212,0.44,0.1642,330,416.0
6,21,0,3,1,1,0.64,0.6212,0.47,0.2239,257,330.0
6,22,0,3,1,1,0.62,0.6212,0.5,0.1045,175,257.0
6,23,0,3,1,1,0.62,0.6212,0.53,0.0,107,175.0
6,0,0,4,1,1,0.6,0.6212,0.56,0.1045,47,107.0
6,1,0,4,1,1,0.58,0.5455,0.6,0.0,17,47.0
6,2,0,4,1,1,0.6,0.6212,0.56,0.0896,5,17.0
6,3,0,4,1,2,0.56,0.5303,0.73,0.0896,4,5.0
6,4,0,4,1,2,0.56,0.5303,0.68,0.1045,6,4.0
6,5,0,4,1,1,0.6,0.6061,0.64,0.194,25,6.0
6,6,0,4,1,3,0.58,0.5455,0.73,0.1642,112,25.0
6,7,0,4,1,3,0.56,0.5303,0.78,0.1642,188,112.0
6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,388,188.0
6,9,0,4,1,2,0.62,0.6061,0.65,0.194,261,388.0
6,10,0,4,1,2,0.66,0.6212,0.61,0.2537,121,261.0
6,11,0,4,1,2,0.68,0.6364,0.61,0.2985,150,121.0
6,12,0,4,1,1,0.72,0.6667,0.54,0.3881,206,150.0
6,13,0,4,1,2,0.72,0.6667,0.54,0.2537,151,206.0
6,14,0,4,1,2,0.72,0.6667,0.54,0.3284,153,151.0
6,15,0,4,1,2,0.7,0.6515,0.61,0.2985,159,153.0
6,16,0,4,1,3,0.66,0.6212,0.69,0.194,294,159.0
6,17,0,4,1,2,0.64,0.5909,0.78,0.1045,272,294.0
6,18,0,4,1,1,0.64,0.5758,0.83,0.2239,325,272.0
6,19,0,4,1,1,0.62,0.5758,0.83,0.2836,327,325.0
6,20,0,4,1,1,0.62,0.5758,0.83,0.3284,201,327.0
6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,188,201.0
6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,151,188.0
6,23,0,4,1,3,0.6,0.5606,0.83,0.2537,16,151.0
6,0,0,5,1,1,0.56,0.5303,0.88,0.0896,24,16.0
6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,23,24.0
6,2,0,5,1,1,0.56,0.5303,0.94,0.1045,13,23.0
6,3,0,5,1,1,0.56,0.5303,0.94,0.1045,6,13.0
