mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,target,lag_1h
9,7,0,4,1,3,0.62,0.5455,0.94,0.1045,179,56.0
9,8,0,4,1,3,0.62,0.5455,0.94,0.1343,195,179.0
9,9,0,4,1,2,0.62,0.5152,1.0,0.2537,69,195.0
9,10,0,4,1,2,0.64,0.5606,0.94,0.1045,65,69.0
9,11,0,4,1,2,0.64,0.5606,0.94,0.2239,98,65.0
9,12,0,4,1,2,0.66,0.5909,0.94,0.2239,102,98.0
9,13,0,4,1,2,0.68,0.6364,0.83,0.3881,126,102.0
9,14,0,4,1,2,0.7,0.6667,0.79,0.3582,120,126.0
9,15,0,4,1,3,0.66,0.5909,0.89,0.2985,139,120.0
9,16,0,4,1,3,0.64,0.5606,0.94,0.2836,156,139.0
9,17,0,4,1,3,0.64,0.5606,0.94,0.2836,113,156.0
9,18,0,4,1,3,0.64,0.5606,0.94,0.3582,68,113.0
9,19,0,4,1,3,0.62,0.5152,1.0,0.3284,52,68.0
9,20,0,4,1,2,0.62,0.5455,0.94,0.1642,89,52.0
9,21,0,4,1,3,0.64,0.5606,0.94,0.1045,82,89.0
9,22,0,4,1,3,0.62,0.5152,1.0,0.0896,70,82.0
9,23,0,4,1,3,0.62,0.5152,1.0,0.0896,26,70.0
9,0,0,5,1,3,0.64,0.5606,0.94,0.194,16,26.0
9,1,0,5,1,2,0.62,0.5152,1.0,0.1642,8,16.0
9,2,0,5,1,2,0.62,0.5152,1.0,0.2537,8,8.0
9,3,0,5,1,2,0.62,0.5455,0.94,0.2537,2,8.0
9,4,0,5,1,3,0.62,0.5455,0.94,0.1642,3,2.0
9,5,0,5,1,2,0.62,0.5455,0.94,0.1343,14,3.0
9,6,0,5,1,2,0.62,0.5152,1.0,0.1343,57,14.0
9,7,0,5,1,3,0.62,0.5152,1.0,0.2537,108,57.0
9,8,0,5,1,3,0.62,0.5455,0.94,0.1642,288,108.0
9,9,0,5,1,3,0.62,0.5455,0.94,0.1642,136,288.0
9,10,0,5,1,2,0.62,0.5152,1.0,0.0,29,136.0
9,11,0,5,1,2,0.62,0.5455,0.94,0.0,72,29.0
9,12,0,5,1,1,0.64,0.5606,0.94,0.0,75,72.0
9,13,0,5,1,1,0.7,0.6667,0.79,0.0896,122,75.0
9,14,0,5,1,1,0.72,0.697,0.74,0.0896,148,122.0
9,15,0,5,1,1,0.74,0.697,0.66,0.0,188,148.0
9,16,0,5,1,1,0.74,0.697,0.66,0.1343,285,188.0
9,17,0,5,1,1,0.7,0.6667,0.79,0.2537,505,285.0
9,18,0,5,1,1,0.7,0.6667,0.79,0.194,410,505.0
9,19,0,5,1,1,0.66,0.5909,0.89,0.1642,349,410.0
9,20,0,5,1,1,0.64,0.5606,0.94,0.0896,210,349.0
9,21,0,5,1,1,0.66,0.5909,0.89,0.0,203,210.0
9,22,0,5,1,1,0.62,0.5455,0.94,0.0,160,203.0
9,23,0,5,1,1,0.62,0.5455,0.94,0.0896,148,160.0
9,0,0,6,0,1,0.62,0.5455,0.94,0.0,116,148.0
9,1,0,6,0,2,0.62,0.5455,0.94,0.0,83,116.0
9,2,0,6,0,2,0.6,0.5,0.97,0.1045,64,83.0
9,3,0,6,0,1,0.58,0.5455,1.0,0.1343,37,64.0
9,4,0,6,0,1,0.58,0.5455,0.94,0.0896,7,37.0
9,5,0,6,0,1,0.58,0.5455,0.94,0.1343,8,7.0
9,6,0,6,0,1,0.58,0.5455,0.94,0.1642,6,8.0
9,7,0,6,0,1,0.6,0.5455,0.88,0.1343,52,6.0
9,8,0,6,0,1,0.62,0.5758,0.83,0.1642,119,52.0
9,9,0,6,0,1,0.64,0.5909,0.78,0.2985,207,119.0
9,10,0,6,0,1,0.7,0.6515,0.65,0.2537,318,207.0
9,11,0,6,0,1,0.72,0.6818,0.62,0.2537,360,318.0
9,12,0,6,0,1,0.72,0.6818,0.62,0.2239,404,360.0
9,13,0,6,0,1,0.74,0.6818,0.55,0.2836,370,404.0
9,14,0,6,0,1,0.74,0.6818,0.55,0.2836,359,370.0
9,15,0,6,0,1,0.74,0.6818,0.55,0.2239,480,359.0
9,16,0,6,0,1,0.74,0.6818,0.55,0.194,431,480.0
9,17,0,6,0,1,0.74,0.6818,0.55,0.2239,460,431.0
9,18,0,6,0,1,0.72,0.6667,0.58,0.194,360,460.0
9,19,0,6,0,1,0.7,0.6515,0.58,0.1343,315,360.0
9,20,0,6,0,1,0.66,0.6212,0.69,0.1045,245,315.0
9,21,0,6,0,1,0.64,0.5909,0.78,0.0896,230,245.0
9,22,0,6,0,1,0.64,0.5909,0.78,0.0,175,230.0
9,23,0,6,0,2,0.62,0.5606,0.88,0.0,139,175.0
9,0,0,0,0,1,0.62,0.5606,0.88,0.0,108,139.0
9,1,0,0,0,2,0.62,0.5606,0.88,0.0,88,108.0
9,2,0,0,0,2,0.62,0.5909,0.78,0.194,76,88.0
9,3,0,0,0,2,0.62,0.5909,0.78,0.0896,45,76.0
9,4,0,0,0,1,0.6,0.5606,0.83,0.1343,9,45.0
9,5,0,0,0,1,0.6,0.5606,0.83,0.1343,39,9.0
9,6,0,0,0,1,0.58,0.5455,0.88,0.1045,20,39.0
9,7,0,0,0,1,0.6,0.5455,0.88,0.0,37,20.0
9,8,0,0,0,1,0.64,0.5909,0.78,0.0,94,37.0
9,9,0,0,0,1,0.66,0.6212,0.74,0.0,227,94.0
9,10,0,0,0,1,0.7,0.6515,0.65,0.0,334,227.0
9,11,0,0,0,1,0.7,0.6515,0.65,0.0,402,334.0
9,12,0,0,0,1,0.7,0.6515,0.65,0.0,411,402.0
9,13,0,0,0,1,0.74,0.6818,0.58,0.1045,350,411.0
9,14,0,0,0,1,0.72,0.6667,0.58,0.2836,342,350.0
9,15,0,0,0,1,0.74,0.6667,0.51,0.2985,404,342.0
9,16,0,0,0,1,0.72,0.6667,0.51,0.2985,483,404.0
9,17,0,0,0,1,0.72,0.6667,0.51,0.1343,380,483.0
9,18,0,0,0,1,0.68,0.6364,0.65,0.2985,339,380.0
9,19,0,0,0,1,0.64,0.6061,0.69,0.1045,333,339.0
9,20,0,0,0,1,0.62,0.5909,0.73,0.1045,226,333.0
9,21,0,0,0,1,0.64,0.6061,0.69,0.0,159,226.0
9,22,0,0,0,1,0.62,0.6061,0.69,0.3881,95,159.0
9,23,0,0,0,3,0.58,0.5455,0.78,0.0896,45,95.0
9,0,0,1,1,1,0.56,0.5303,0.88,0.0896,16,45.0
9,1,0,1,1,1,0.56,0.5303,0.88,0.0,12,16.0
9,2,0,1,1,1,0.56,0.5303,0.88,0.0,2,12.0
9,4,0,1,1,1,0.54,0.5152,0.94,0.1045,4,2.0
9,5,0,1,1,1,0.56,0.5303,0.83,0.0,24,4.0
9,6,0,1,1,1,0.56,0.5303,0.83,0.0,109,24.0
9,7,0,1,1,1,0.58,0.5455,0.83,0.0,312,109.0
9,8,0,1,1,1,0.6,0.5758,0.78,0.0896,408,312.0
9,9,0,1,1,1,0.64,0.6061,0.69,0.0,176,408.0
9,10,0,1,1,1,0.68,0.6364,0.62,0.1642,129,176.0
9,11,0,1,1,1,0.7,0.6515,0.58,0.194,165,129.0
9,12,0,1,1,1,0.72,0.6667,0.51,0.194,184,165.0
9,13,0,1,1,1,0.72,0.6667,0.54,0.1045,163,184.0
9,14,0,1,1,1,0.74,0.6667,0.51,0.1642,189,163.0
9,15,0,1,1,1,0.74,0.6667,0.48,0.0896,212,189.0
9,16,0,1,1,1,0.72,0.6667,0.48,0.0,298,212.0
9,17,0,1,1,1,0.72,0.6667,0.51,0.1642,590,298.0
9,18,0,1,1,1,0.7,0.6515,0.54,0.194,571,590.0
9,19,0,1,1,1,0.68,0.6364,0.57,0.1343,436,571.0
9,20,0,1,1,1,0.66,0.6212,0.65,0.0,299,436.0
9,21,0,1,1,1,0.64,0.6061,0.73,0.0896,195,299.0
9,22,0,1,1,1,0.62,0.5758,0.83,0.1642,150,195.0
9,23,0,1,1,1,0.62,0.5758,0.83,0.1045,69,150.0
9,0,0,2,1,1,0.6,0.5455,0.88,0.1045,26,69.0
9,1,0,2,1,1,0.58,0.5455,0.83,0.1045,10,26.0
9,2,0,2,1,1,0.6,0.5758,0.78,0.0,2,10.0
9,3,0,2,1,1,0.58,0.5455,0.83,0.0,4,2.0
9,4,0,2,1,1,0.56,0.5303,0.88,0.0,8,4.0
9,5,0,2,1,1,0.56,0.5303,0.88,0.0,20,8.0
9,6,0,2,1,1,0.56,0.5303,0.88,0.1045,122,20.0
9,7,0,2,1,1,0.58,0.5455,0.83,0.0896,362,122.0
9,8,0,2,1,1,0.6,0.5606,0.81,0.1045,425,362.0
9,9,0,2,1,1,0.64,0.6061,0.69,0.0896,214,425.0
9,10,0,2,1,1,0.68,0.6364,0.69,0.1343,135,214.0
9,11,0,2,1,1,0.7,0.6515,0.61,0.1642,153,135.0
9,12,0,2,1,1,0.72,0.6667,0.58,0.2239,187,153.0
9,13,0,2,1,1,0.74,0.6667,0.51,0.2836,184,187.0
9,14,0,2,1,1,0.74,0.6667,0.51,0.3284,190,184.0
9,15,0,2,1,1,0.74,0.6667,0.51,0.2985,180,190.0
9,16,0,2,1,1,0.74,0.6667,0.51,0.2239,292,180.0
9,17,0,2,1,1,0.74,0.6667,0.51,0.2239,579,292.0
9,18,0,2,1,1,0.7,0.6515,0.61,0.1642,539,579.0
9,19,0,2,1,1,0.68,0.6364,0.69,0.1642,396,539.0
9,20,0,2,1,1,0.66,0.6212,0.74,0.194,272,396.0
9,21,0,2,1,1,0.64,0.5909,0.78,0.1642,245,272.0
9,22,0,2,1,1,0.64,0.5909,0.78,0.1343,144,245.0
9,23,0,2,1,1,0.64,0.5909,0.78,0.1045,74,144.0
9,0,0,3,1,1,0.62,0.5909,0.78,0.0896,33,74.0
9,1,0,3,1,1,0.62,0.5909,0.78,0.0896,8,33.0
9,2,0,3,1,1,0.6,0.5606,0.83,0.0,5,8.0
9,3,0,3,1,1,0.6,0.5455,0.88,0.1343,8,5.0
9,4,0,3,1,1,0.6,0.5606,0.83,0.0896,9,8.0
9,5,0,3,1,1,0.58,0.5455,0.88,0.1045,31,9.0
9,6,0,3,1,1,0.58,0.5455,0.88,0.1045,145,31.0
9,7,0,3,1,1,0.6,0.5606,0.83,0.1045,370,145.0
9,8,0,3,1,1,0.62,0.5758,0.83,0.1642,429,370.0
9,9,0,3,1,1,0.64,0.5909,0.78,0.1642,202,429.0
9,10,0,3,1,1,0.7,0.6515,0.7,0.1343,142,202.0
9,11,0,3,1,1,0.72,0.6818,0.66,0.1642,164,142.0
9,12,0,3,1,1,0.74,0.6818,0.58,0.2239,212,164.0
9,13,0,3,1,1,0.76,0.697,0.55,0.2537,178,212.0
9,14,0,3,1,1,0.78,0.7121,0.52,0.2239,124,178.0
9,15,0,3,1,1,0.78,0.7121,0.49,0.2537,176,124.0
9,16,0,3,1,1,0.76,0.697,0.52,0.2836,277,176.0
9,17,0,3,1,1,0.76,0.697,0.52,0.2836,599,277.0
9,18,0,3,1,1,0.72,0.6818,0.62,0.1642,586,599.0
9,19,0,3,1,2,0.7,0.6515,0.7,0.1045,381,586.0
9,20,0,3,1,2,0.72,0.6667,0.58,0.4179,261,381.0
9,21,0,3,1,2,0.66,0.6212,0.65,0.2239,213,261.0
9,22,0,3,1,2,0.66,0.6212,0.65,0.1343,160,213.0
9,23,0,3,1,2,0.64,0.6061,0.69,0.1045,72,160.0
9,0,0,4,1,1,0.64,0.6061,0.69,0.1343,37,72.0
9,1,0,4,1,1,0.64,0.6061,0.69,0.1642,20,37.0
9,2,0,4,1,1,0.62,0.5909,0.73,0.1045,5,20.0
9,3,0,4,1,1,0.62,0.5909,0.73,0.0896,8,5.0
9,4,0,4,1,1,0.6,0.5758,0.78,0.1045,7,8.0
9,5,0,4,1,1,0.6,0.5758,0.78,0.0,31,7.0
9,6,0,4,1,2,0.6,0.5606,0.83,0.2537,124,31.0
9,7,0,4,1,2,0.62,0.5909,0.78,0.194,338,124.0
9,8,0,4,1,1,0.64,0.6061,0.73,0.1343,391,338.0
9,9,0,4,1,2,0.64,0.6061,0.73,0.3582,209,391.0
9,10,0,4,1,2,0.66,0.6212,0.69,0.2537,121,209.0
9,11,0,4,1,2,0.68,0.6364,0.65,0.1343,159,121.0
9,12,0,4,1,2,0.66,0.6212,0.69,0.2985,179,159.0
9,13,0,4,1,2,0.64,0.6061,0.65,0.2836,189,179.0
9,14,0,4,1,2,0.64,0.6061,0.65,0.4179,170,189.0
9,15,0,4,1,2,0.6,0.5909,0.69,0.4179,135,170.0
9,16,0,4,1,2,0.54,0.5152,0.77,0.4627,222,135.0
9,17,0,4,1,3,0.48,0.4697,0.82,0.4627,261,222.0
9,18,0,4,1,3,0.48,0.4697,0.67,0.6119,244,261.0
9,19,0,4,1,1,0.46,0.4545,0.67,0.4627,232,244.0
9,20,0,4,1,1,0.46,0.4545,0.63,0.3284,248,232.0
9,21,0,4,1,1,0.46,0.4545,0.63,0.3284,145,248.0
9,22,0,4,1,1,0.44,0.4394,0.67,0.2836,115,145.0
9,23,0,4,1,1,0.44,0.4394,0.67,0.2239,69,115.0
9,0,0,5,1,1,0.42,0.4242,0.71,0.2239,48,69.0
9,1,0,5,1,1,0.42,0.4242,0.67,0.194,26,48.0
9,2,0,5,1,1,0.4,0.4091,0.71,0.2836,10,26.0
9,3,0,5,1,1,0.4,0.4091,0.71,0.2537,6,10.0
9,4,0,5,1,1,0.4,0.4091,0.71,0.2836,4,6.0
9,5,0,5,1,1,0.38,0.3939,0.76,0.194,32,4.0
9,6,0,5,1,1,0.38,0.3939,0.71,0.2239,93,32.0
9,7,0,5,1,1,0.4,0.4091,0.71,0.2836,299,93.0
9,8,0,5,1,1,0.42,0.4242,0.67,0.2239,409,299.0
9,9,0,5,1,1,0.46,0.4545,0.55,0.2537,210,409.0
9,10,0,5,1,2,0.5,0.4848,0.51,0.2836,140,210.0
9,11,0,5,1,2,0.5,0.4848,0.51,0.1343,179,140.0
9,12,0,5,1,2,0.52,0.5,0.45,0.0,251,179.0
9,13,0,5,1,2,0.54,0.5152,0.42,0.0,223,251.0
9,14,0,5,1,2,0.54,0.5152,0.45,0.1642,225,223.0
9,15,0,5,1,2,0.54,0.5152,0.45,0.2239,203,225.0
9,16,0,5,1,2,0.52,0.5,0.48,0.1642,358,203.0
9,17,0,5,1,2,0.52,0.5,0.48,0.1343,566,358.0
9,18,0,5,1,2,0.52,0.5,0.52,0.1642,482,566.0
9,19,0,5,1,2,0.5,0.4848,0.55,0.1642,315,482.0
9,20,0,5,1,2,0.5,0.4848,0.55,0.0,225,315.0
9,21,0,5,1,2,0.5,0.4848,0.63,0.0,163,225.0
9,22,0,5,1,1,0.48,0.4697,0.67,0.0896,167,163.0
9,23,0,5,1,1,0.5,0.4848,0.59,0.0,126,167.0
9,0,0,6,0,1,0.46,0.4545,0.72,0.1642,108,126.0
9,1,0,6,0,1,0.46,0.4545,0.72,0.1045,80,108.0
9,2,0,6,0,1,0.46,0.4545,0.82,0.0896,79,80.0
9,3,0,6,0,1,0.46,0.4545,0.72,0.1343,28,79.0
9,4,0,6,0,1,0.46,0.4545,0.72,0.1343,5,28.0
9,5,0,6,0,1,0.46,0.4545,0.72,0.1642,5,5.0
9,6,0,6,0,2,0.46,0.4545,0.72,0.2239,22,5.0
9,7,0,6,0,2,0.46,0.4545,0.77,0.194,37,22.0
